# time  created  delivered  delivered/created
13202.0000 448 22 0.0491
13234.0000 449 22 0.0490
13254.9000 449 23 0.0512
13260.0000 450 23 0.0511
13291.0000 451 23 0.0510
13320.0000 452 23 0.0509
13340.1000 452 24 0.0531
13342.6000 452 25 0.0553
13346.0000 453 25 0.0552
13375.0000 454 25 0.0551
13408.0000 455 25 0.0549
13433.0000 456 25 0.0548
13458.0000 457 25 0.0547
13492.0000 458 25 0.0546
13517.0000 459 25 0.0545
13523.6000 459 26 0.0566
13548.0000 460 26 0.0565
13582.0000 461 26 0.0564
13607.0000 462 26 0.0563
13640.0000 463 26 0.0562
13667.0000 464 26 0.0560
13698.0000 465 26 0.0559
13725.0000 466 26 0.0558
13757.0000 467 26 0.0557
13786.0000 468 26 0.0556
13812.0000 469 26 0.0554
13846.0000 470 26 0.0553
13871.0000 471 26 0.0552
13896.0000 472 26 0.0551
13928.0000 473 26 0.0550
13953.0000 474 26 0.0549
13977.7000 474 27 0.0570
13979.0000 475 27 0.0568
14009.0000 476 27 0.0567
14039.0000 477 27 0.0566
14064.0000 478 27 0.0565
14097.0000 479 27 0.0564
14124.0000 480 27 0.0563
14153.0000 481 27 0.0561
14182.0000 482 27 0.0560
14207.0000 483 27 0.0559
14232.0000 484 27 0.0558
14263.0000 485 27 0.0557
14292.0000 486 27 0.0556
14322.0000 487 27 0.0554
14356.0000 488 27 0.0553
14381.0000 489 27 0.0552
14412.0000 490 27 0.0551
14439.0000 491 27 0.0550
14462.6000 491 28 0.0570
14468.8000 491 29 0.0591
14471.0000 492 29 0.0589
14496.0000 493 29 0.0588
14521.0000 494 29 0.0587
14551.0000 495 29 0.0586
14584.0000 496 29 0.0585
14615.0000 497 29 0.0584
14641.0000 498 29 0.0582
14675.0000 499 29 0.0581
14708.0000 500 29 0.0580
14740.0000 501 29 0.0579
14766.0000 502 29 0.0578
14800.0000 503 29 0.0577
14828.0000 504 29 0.0575
14853.0000 505 29 0.0574
14878.0000 506 29 0.0573
14881.9000 506 30 0.0593
14906.0000 507 30 0.0592
14935.0000 508 30 0.0591
14968.0000 509 30 0.0589
14997.0000 510 30 0.0588
15026.0000 511 30 0.0587
15053.0000 512 30 0.0586
15083.0000 513 30 0.0585
15116.0000 514 30 0.0584
15146.0000 515 30 0.0583
15169.6000 515 31 0.0602
15180.0000 516 31 0.0601
15211.0000 517 31 0.0600
15243.0000 518 31 0.0598
15276.0000 519 31 0.0597
15303.0000 520 31 0.0596
15335.0000 521 31 0.0595
15364.0000 522 31 0.0594
15396.0000 523 31 0.0593
15430.0000 524 31 0.0592
15459.0000 525 31 0.0590
15489.0000 526 31 0.0589
15522.0000 527 31 0.0588
15555.0000 528 31 0.0587
15581.0000 529 31 0.0586
15611.0000 530 31 0.0585
15642.0000 531 31 0.0584
15670.0000 532 31 0.0583
15700.0000 533 31 0.0582
15729.0000 534 31 0.0581
15756.0000 535 31 0.0579
15787.0000 536 31 0.0578
15816.0000 537 31 0.0577
15844.0000 538 31 0.0576
15870.0000 539 31 0.0575
15900.0000 540 31 0.0574
15934.0000 541 31 0.0573
15966.0000 542 31 0.0572
15996.0000 543 31 0.0571
16030.0000 544 31 0.0570
16062.0000 545 31 0.0569
16095.0000 546 31 0.0568
16127.0000 547 31 0.0567
16157.0000 548 31 0.0566
16187.0000 549 31 0.0565
16217.0000 550 31 0.0564
16242.0000 551 31 0.0563
16271.0000 552 31 0.0562
16305.0000 553 31 0.0561
16334.0000 554 31 0.0560
16340.6000 554 32 0.0578
16366.0000 555 32 0.0577
16394.0000 556 32 0.0576
16421.0000 557 32 0.0575
16455.0000 558 32 0.0573
16482.0000 559 32 0.0572
16515.0000 560 32 0.0571
16542.0000 561 32 0.0570
16575.0000 562 32 0.0569
16607.0000 563 32 0.0568
16633.0000 564 32 0.0567
16661.0000 565 32 0.0566
16689.0000 566 32 0.0565
16722.0000 567 32 0.0564
16755.0000 568 32 0.0563
16759.0000 568 33 0.0581
16781.0000 569 33 0.0580
16810.0000 570 33 0.0579
16837.0000 571 33 0.0578
16867.0000 572 33 0.0577
16899.0000 573 33 0.0576
16929.0000 574 33 0.0575
16951.2000 574 34 0.0592
16957.0000 575 34 0.0591
16988.0000 576 34 0.0590
17022.0000 577 34 0.0589
17052.0000 578 34 0.0588
17064.9000 578 35 0.0606
17080.0000 579 35 0.0604
17114.0000 580 35 0.0603
17143.0000 581 35 0.0602
17172.0000 582 35 0.0601
17206.0000 583 35 0.0600
17240.0000 584 35 0.0599
17270.0000 585 35 0.0598
17298.0000 586 35 0.0597
17326.0000 587 35 0.0596
17355.0000 588 35 0.0595
17385.0000 589 35 0.0594
17419.0000 590 35 0.0593
17445.0000 591 35 0.0592
17479.0000 592 35 0.0591
17504.0000 593 35 0.0590
17529.0000 594 35 0.0589
17555.0000 595 35 0.0588
17580.0000 596 35 0.0587
17601.9000 596 36 0.0604
17610.0000 597 36 0.0603
17644.0000 598 36 0.0602
17670.0000 599 36 0.0601
17699.0000 600 36 0.0600
17709.2000 600 37 0.0617
17728.0000 601 37 0.0616
17756.0000 602 37 0.0615
17790.0000 603 37 0.0614
17816.0000 604 37 0.0613
17844.0000 605 37 0.0612
17876.0000 606 37 0.0611
17908.0000 607 37 0.0610
17937.0000 608 37 0.0609
17970.0000 609 37 0.0608
18004.0000 610 37 0.0607
18031.0000 611 37 0.0606
18062.0000 612 37 0.0605
18087.0000 613 37 0.0604
18119.0000 614 37 0.0603
18126.8000 614 38 0.0619
18147.0000 615 38 0.0618
18173.0000 616 38 0.0617
18203.0000 617 38 0.0616
18234.0000 618 38 0.0615
18264.0000 619 38 0.0614
18298.0000 620 38 0.0613
18328.0000 621 38 0.0612
18355.0000 622 38 0.0611
18388.0000 623 38 0.0610
18419.0000 624 38 0.0609
18446.0000 625 38 0.0608
18474.0000 626 38 0.0607
18502.0000 627 38 0.0606
18528.0000 628 38 0.0605
18557.0000 629 38 0.0604
18586.0000 630 38 0.0603
18618.0000 631 38 0.0602
18650.0000 632 38 0.0601
18669.4000 632 39 0.0617
18683.0000 633 39 0.0616
18689.8000 633 40 0.0632
18712.0000 634 40 0.0631
18738.0000 635 40 0.0630
18766.0000 636 40 0.0629
18797.0000 637 40 0.0628
18827.0000 638 40 0.0627
18855.0000 639 40 0.0626
18884.0000 640 40 0.0625
18915.0000 641 40 0.0624
18940.0000 642 40 0.0623
18974.0000 643 40 0.0622
19001.0000 644 40 0.0621
19026.0000 645 40 0.0620
19052.0000 646 40 0.0619
19064.4000 646 41 0.0635
19080.0000 647 41 0.0634
19107.0000 648 41 0.0633
19138.0000 649 41 0.0632
19169.0000 650 41 0.0631
19197.0000 651 41 0.0630
19222.0000 652 41 0.0629
19256.0000 653 41 0.0628
19285.0000 654 41 0.0627
19319.0000 655 41 0.0626
19324.1000 655 42 0.0641
19352.0000 656 42 0.0640
19385.0000 657 42 0.0639
19403.7000 657 43 0.0654
19412.0000 658 43 0.0653
19438.0000 659 43 0.0653
19469.0000 660 43 0.0652
19498.0000 661 43 0.0651
19526.0000 662 43 0.0650
19551.0000 663 43 0.0649
19581.0000 664 43 0.0648
19611.0000 665 43 0.0647
19641.0000 666 43 0.0646
19673.0000 667 43 0.0645
19704.0000 668 43 0.0644
19734.0000 669 43 0.0643
19767.0000 670 43 0.0642
19794.0000 671 43 0.0641
19828.0000 672 43 0.0640
19858.0000 673 43 0.0639
19891.0000 674 43 0.0638
19920.0000 675 43 0.0637
19950.0000 676 43 0.0636
19980.0000 677 43 0.0635
20010.0000 678 43 0.0634
20039.0000 679 43 0.0633
20070.0000 680 43 0.0632
20095.0000 681 43 0.0631
20125.0000 682 43 0.0630
20150.0000 683 43 0.0630
20177.0000 684 43 0.0629
20205.0000 685 43 0.0628
20233.0000 686 43 0.0627
20263.0000 687 43 0.0626
20291.0000 688 43 0.0625
20325.0000 689 43 0.0624
20356.0000 690 43 0.0623
20388.0000 691 43 0.0622
20422.0000 692 43 0.0621
20456.0000 693 43 0.0620
20488.0000 694 43 0.0620
20512.1000 694 44 0.0634
20518.0000 694 45 0.0648
20518.0000 695 45 0.0647
20545.0000 696 45 0.0647
20575.0000 697 45 0.0646
20601.0000 698 45 0.0645
20629.0000 699 45 0.0644
20656.0000 700 45 0.0643
20685.0000 701 45 0.0642
20715.0000 702 45 0.0641
20748.0000 703 45 0.0640
20774.0000 704 45 0.0639
20805.0000 705 45 0.0638
20831.0000 706 45 0.0637
20860.0000 707 45 0.0636
20889.0000 708 45 0.0636
20916.0000 709 45 0.0635
20950.0000 710 45 0.0634
20979.0000 711 45 0.0633
21009.0000 712 45 0.0632
21040.0000 713 45 0.0631
21070.0000 714 45 0.0630
21101.0000 715 45 0.0629
21108.7000 715 46 0.0643
21134.0000 716 46 0.0642
21163.0000 717 46 0.0642
21197.0000 718 46 0.0641
21231.0000 719 46 0.0640
21265.0000 720 46 0.0639
21291.0000 721 46 0.0638
21320.0000 722 46 0.0637
21349.0000 723 46 0.0636
21378.0000 724 46 0.0635
21405.0000 725 46 0.0634
21436.0000 726 46 0.0634
21466.0000 727 46 0.0633
21486.0000 727 47 0.0646
21493.0000 728 47 0.0646
21521.0000 729 47 0.0645
21555.0000 730 47 0.0644
21587.0000 731 47 0.0643
21620.0000 732 47 0.0642
21652.0000 733 47 0.0641
21677.0000 734 47 0.0640
21709.0000 735 47 0.0639
21736.0000 736 47 0.0639
21763.0000 737 47 0.0638
21790.0000 738 47 0.0637
21821.0000 739 47 0.0636
21848.0000 740 47 0.0635
21877.0000 741 47 0.0634
21905.0000 742 47 0.0633
21936.0000 743 47 0.0633
21970.0000 744 47 0.0632
21995.0000 745 47 0.0631
22024.0000 746 47 0.0630
22050.0000 747 47 0.0629
22082.0000 748 47 0.0628
22113.0000 749 47 0.0628
22146.0000 750 47 0.0627
22179.0000 751 47 0.0626
22204.0000 752 47 0.0625
22233.0000 753 47 0.0624
22266.0000 754 47 0.0623
22291.0000 755 47 0.0623
22324.0000 756 47 0.0622
22357.0000 757 47 0.0621
22388.0000 758 47 0.0620
22420.0000 759 47 0.0619
22454.0000 760 47 0.0618
22486.0000 761 47 0.0618
22507.3000 761 48 0.0631
22516.0000 762 48 0.0630
22550.0000 763 48 0.0629
22576.0000 764 48 0.0628
22609.0000 765 48 0.0627
22642.0000 766 48 0.0627
22668.0000 767 48 0.0626
22694.0000 768 48 0.0625
22726.0000 769 48 0.0624
22753.0000 770 48 0.0623
22784.0000 771 48 0.0623
22812.0000 772 48 0.0622
22839.0000 773 48 0.0621
22873.0000 774 48 0.0620
22898.0000 775 48 0.0619
22931.0000 776 48 0.0619
22960.0000 777 48 0.0618
22988.0000 778 48 0.0617
23020.0000 779 48 0.0616
23052.0000 780 48 0.0615
23082.0000 781 48 0.0615
23113.0000 782 48 0.0614
23145.0000 783 48 0.0613
23173.0000 784 48 0.0612
23207.0000 785 48 0.0611
23232.0000 786 48 0.0611
23259.0000 787 48 0.0610
23288.0000 788 48 0.0609
23316.0000 789 48 0.0608
23347.0000 790 48 0.0608
23376.0000 791 48 0.0607
23401.0000 792 48 0.0606
23429.0000 793 48 0.0605
23455.0000 794 48 0.0605
23489.0000 795 48 0.0604
23515.0000 796 48 0.0603
23540.0000 797 48 0.0602
23567.0000 798 48 0.0602
23593.0000 799 48 0.0601
23626.0000 800 48 0.0600
23658.0000 801 48 0.0599
23691.0000 802 48 0.0599
23720.0000 803 48 0.0598
23751.0000 804 48 0.0597
23782.0000 805 48 0.0596
23814.0000 806 48 0.0596
23839.0000 807 48 0.0595
23866.0000 808 48 0.0594
23883.9000 808 49 0.0606
23896.0000 809 49 0.0606
23926.0000 810 49 0.0605
23951.0000 811 49 0.0604
23979.0000 812 49 0.0603
24012.0000 813 49 0.0603
24037.0000 814 49 0.0602
24064.0000 815 49 0.0601
24098.0000 816 49 0.0600
24131.0000 817 49 0.0600
24152.0000 817 50 0.0612
24163.0000 818 50 0.0611
24191.0000 819 50 0.0611
24224.0000 820 50 0.0610
24256.0000 821 50 0.0609
24284.0000 822 50 0.0608
24309.0000 823 50 0.0608
24335.0000 824 50 0.0607
24366.0000 825 50 0.0606
24397.0000 826 50 0.0605
24423.0000 827 50 0.0605
24432.0000 827 51 0.0617
24448.0000 828 51 0.0616
24476.0000 829 51 0.0615
24509.0000 830 51 0.0614
24540.0000 831 51 0.0614
24566.0000 832 51 0.0613
24597.0000 833 51 0.0612
24615.0000 833 52 0.0624
24628.0000 834 52 0.0624
24657.0000 835 52 0.0623
24685.0000 836 52 0.0622
24711.0000 837 52 0.0621
24743.0000 838 52 0.0621
24773.0000 839 52 0.0620
24798.0000 840 52 0.0619
24802.9000 840 53 0.0631
24831.0000 841 53 0.0630
24859.0000 842 53 0.0629
24879.3000 842 54 0.0641
24886.0000 843 54 0.0641
24916.0000 844 54 0.0640
24941.0000 845 54 0.0639
24975.0000 846 54 0.0638
25003.0000 847 54 0.0638
25034.0000 848 54 0.0637
25063.0000 849 54 0.0636
25089.0000 850 54 0.0635
25123.0000 851 54 0.0635
